Cód.,Ano Letivo,Serie,Andamento adesao,Situacao,Matricula,Escola
33,2021,1,VALOR DEPOSITADO,Aprovado,202132100420802,CE HILARIO RIBEIRO
34,2019,9,CONCLUIDA,Reprovado,117218705986,E M LEVI CARNEIRO
34,2020,9,VALOR DEPOSITADO,Aprovado,117218705986,CE JOAQUIM TAVORA
34,2021,1,CONCLUIDA,Dep.outros anos,202031870891632,CE JOAQUIM TAVORA
35,2019,9,VALOR DEPOSITADO,Aprovado,111996776397,E M RACHIDE DA GLORIA SALIM SAKER
35,2020,1,VALOR DEPOSITADO,Aprovado,201017810032810,CE BRIGADEIRO CASTRIOTO
35,2021,2,VALOR DEPOSITADO,Aprovado,201017810032810,CIEP 251 DONA MARIA PORTUGAL
35,2022,3,VALOR DEPOSITADO,Aprovado,201017810032810,CIEP 251 DONA MARIA PORTUGAL
36,2019,9,CONCLUIDA,Reprovado,121397807287,E M HONORINA DE CARVALHO
40,2019,9,INSCRICAO PARCIAL,Reprovado,117537385555,E M JOSE DE ANCHIETA
41,2019,9,VALOR DEPOSITADO,Aprovado,113490976834,E M FRANCISCO PORTUGAL NEVES
41,2020,1,CONCLUIDA,Aprovado,202032300549314,CE AURELINO LEAL
41,2021,2,CONCLUIDA,Aprovado,202032300549314,CE AURELINO LEAL
41,2022,3,CONCLUIDA,Reprovado,202032300549314,CE AURELINO LEAL
41,2023,3,CONCLUIDA,Aprovado,202032300549314,LICEU NILO PECANHA
42,2019,9,ELEGIVEL,Reprovado,122114718203,E M LEVI CARNEIRO
43,2019,1,VALOR DEPOSITADO,Aprovado,2012.0301.4182,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
43,2020,2,VALOR DEPOSITADO,Aprovado,2012.0301.4182,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
43,2021,3,VALOR DEPOSITADO,Aprovado,2012.0301.4182,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
44,2019,9,VALOR DEPOSITADO,Aprovado,122749714396,ESCOLA MUNICIPAL SANTOS DUMONT
44,2020,1,CONCLUIDA,Reprovado,20201001224,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
44,2021,1,CONCLUIDA,Reprovado,20201001224,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
44,2022,1,CONCLUIDA,Reprovado,20201001224,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
44,2023,1,CONCLUIDA,Transferido,20201001224,INSTITUTO FEDERAL DE EDUCACAO CIENCIA E TECNOLOGIA DO RIO DE JANEIRO CAMPUS NITEROI
45,2019,9,CONCLUIDA,Reprovado,116591800904,E M PAULO FREIRE
45,2020,9,VALOR DEPOSITADO,Aprovado,116591800904,E M PAULO FREIRE
45,2021,1,VALOR DEPOSITADO,Aprovado,202131890513737,CE MACHADO DE ASSIS
45,2022,2,VALOR DEPOSITADO,Aprovado,202131890513737,CE MACHADO DE ASSIS
45,2023,3,VALOR DEPOSITADO,Aprovado,202131890513737,CE MACHADO DE ASSIS
46,2019,9,VALOR DEPOSITADO,Aprovado,120575510837,E M LEVI CARNEIRO
46,2020,1,VALOR DEPOSITADO,Aprovado,202031910526786,CE PAULO ASSIS RIBEIRO
46,2021,2,VALOR DEPOSITADO,Aprovado,202031910526786,CE PAULO ASSIS RIBEIRO
46,2022,3,CONCLUIDA,Reprovado,202031910526786,CE PAULO ASSIS RIBEIRO
46,2023,3,CONCLUIDA,Transferido,202031910526786,CE PAULO ASSIS RIBEIRO
47,2019,1,VALOR DEPOSITADO,Aprovado,M07100658,CPII - CAMPUS NITEROI
47,2020,2,VALOR DEPOSITADO,Aprovado,M07100658,CPII - CAMPUS NITEROI
47,2021,3,VALOR DEPOSITADO,Aprovado,M07100658,CPII - CAMPUS NITEROI
48,2019,9,VALOR DEPOSITADO,Aprovado,119632140302,E M HONORINA DE CARVALHO
48,2020,1,VALOR DEPOSITADO,Aprovado,202032150583792,CE MANUEL DE ABREU
48,2021,2,VALOR DEPOSITADO,Aprovado,202032150583792,CE MANUEL DE ABREU
48,2022,3,CONCLUIDA,Transferido,202032150583792,CE MANUEL DE ABREU
49,2019,9,CONCLUIDA,Reprovado,116617704109,ESCOLA MUNICIPAL ALTIVO CESAR
49,2020,9,VALOR DEPOSITADO,Aprovado,116617704109,ESCOLA MUNICIPAL ALTIVO CESAR
49,2021,1,CONCLUIDA,Reprovado,202132150615471,CE MANUEL DE ABREU
49,2022,1,CONCLUIDA,Transferido,202132150615471,CE MANUEL DE ABREU
50,2019,9,VALOR DEPOSITADO,Aprovado,120729202134,E M RACHIDE DA GLORIA SALIM SAKER
50,2020,1,VALOR DEPOSITADO,Aprovado,202019340601344,CE DAVID CAPISTRANO
50,2021,2,VALOR DEPOSITADO,Aprovado,202019340601344,CE DAVID CAPISTRANO
50,2022,3,VALOR DEPOSITADO,Aprovado,202019340601344,CE DAVID CAPISTRANO
51,2019,9,PRE-INSCRITO,Reprovado,116669453409,E M HONORINA DE CARVALHO
52,2019,9,VALOR DEPOSITADO,Aprovado,121403350158,E M DR ALBERTO FRANCISCO TORRES
52,2020,1,VALOR DEPOSITADO,Aprovado,202031870893767,CE HILARIO RIBEIRO
52,2021,2,VALOR DEPOSITADO,Aprovado,202031870893767,CE JOAQUIM TAVORA
52,2022,3,VALOR DEPOSITADO,Aprovado,202031870893767,CE JOAQUIM TAVORA
53,2019,9,VALOR DEPOSITADO,Aprovado,122083149997,E M JOSE DE ANCHIETA
53,2020,1,VALOR DEPOSITADO,Aprovado,201632000409560,CE DAVID CAPISTRANO
53,2021,2,VALOR DEPOSITADO,Aprovado,201632000409560,CE DAVID CAPISTRANO
53,2022,3,VALOR DEPOSITADO,Aprovado,201632000409560,CE DAVID CAPISTRANO
54,2019,9,VALOR DEPOSITADO,Aprovado,123308288370,ESCOLA MUNICIPAL ALTIVO CESAR
54,2020,1,VALOR DEPOSITADO,Aprovado,202031850814160,CE CONSELHEIRO MACEDO SOARES
54,2021,2,VALOR DEPOSITADO,Aprovado,202031850814160,CE CONSELHEIRO MACEDO SOARES
54,2022,3,VALOR DEPOSITADO,Aprovado,202031850814160,CE CONSELHEIRO MACEDO SOARES
55,2019,9,VALOR DEPOSITADO,Aprovado,119095431605,ESCOLA MUNICIPAL ALTIVO CESAR
55,2020,1,VALOR DEPOSITADO,Aprovado,202031881480078,LICEU NILO PECANHA
55,2021,2,VALOR DEPOSITADO,Aprovado,202031881480078,LICEU NILO PECANHA
55,2022,3,CONCLUIDA,Dep.neste ano,202031881480078,LICEU NILO PECANHA
56,2019,9,EMAIL NAO CONFIRMADO,Reprovado,121974841170,E M RACHIDE DA GLORIA SALIM SAKER
57,2019,9,VALOR DEPOSITADO,Aprovado,117519598216,E M JOSE DE ANCHIETA
57,2020,1,VALOR DEPOSITADO,Aprovado,202031860500509,CE GUILHERME BRIGGS
57,2021,2,VALOR DEPOSITADO,Aprovado,202031860500509,CE GUILHERME BRIGGS
57,2022,3,VALOR DEPOSITADO,Aprovado,202031860500509,CE GUILHERME BRIGGS
58,2019,9,CONCLUIDA,Reprovado,117151579232,E M PAULO FREIRE
58,2020,9,VALOR DEPOSITADO,Aprovado,117151579232,EE MENEZES VIEIRA
58,2021,1,CONCLUIDA,Reprovado,201631830722810,CE DOUTOR LUCIANO PESTRE
59,2019,9,INSCRICAO PARCIAL,Dep.neste ano,116529997368,E M LEVI CARNEIRO
59,2022,3,INSCRICAO PARCIAL,Abandonou,202031910525380,CE PAULO ASSIS RIBEIRO
60,2019,9,CONCLUIDA,Reprovado,121445712872,E M HONORINA DE CARVALHO
60,2020,9,VALOR DEPOSITADO,Aprovado,121445712872,E M HONORINA DE CARVALHO
60,2021,1,VALOR DEPOSITADO,Aprovado,202131881567080,LICEU NILO PECANHA
60,2022,2,CONCLUIDA,Abandonou,202131881567080,LICEU NILO PECANHA
62,2019,9,CONCLUIDA,Reprovado,116617931180,ESCOLA MUNICIPAL ALTIVO CESAR
62,2020,9,VALOR DEPOSITADO,Aprovado,116617931180,ESCOLA MUNICIPAL ALTIVO CESAR
63,2019,2,VALOR DEPOSITADO,Aprovado,2007.0101.3935,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
64,2019,9,VALOR DEPOSITADO,Aprovado,115759599509,E M JOAO BRAZIL
64,2020,1,VALOR DEPOSITADO,Aprovado,202032261050040,CE RAUL VIDAL
64,2021,2,VALOR DEPOSITADO,Aprovado,202032261050040,CE RAUL VIDAL
65,2019,9,VALOR DEPOSITADO,Aprovado,119359354618,E M MAESTRO HEITOR VILLA LOBOS
65,2020,1,VALOR DEPOSITADO,Aprovado,202032290342310,CE ZULEIKA RAPOSO VALLADARES
65,2021,2,VALOR DEPOSITADO,Aprovado,202032290342310,CE ZULEIKA RAPOSO VALLADARES
65,2022,3,CONCLUIDA,Reprovado,202032290342310,CE ZULEIKA RAPOSO VALLADARES
65,2023,3,VALOR DEPOSITADO,Aprovado,202032290342310,LICEU NILO PECANHA
67,2019,1,VALOR DEPOSITADO,Aprovado,M07500626,CPII - CAMPUS NITEROI
67,2020,2,VALOR DEPOSITADO,Aprovado,M07500626,CPII - CAMPUS NITEROI
67,2021,3,VALOR DEPOSITADO,Aprovado,M07500626,CPII - CAMPUS NITEROI
70,2019,9,VALOR DEPOSITADO,Dep.neste ano,119292322094,E M RACHIDE DA GLORIA SALIM SAKER
70,2020,1,VALOR DEPOSITADO,Aprovado,202019340602154,CE DAVID CAPISTRANO
70,2021,2,VALOR DEPOSITADO,Aprovado,202019340602154,CE DAVID CAPISTRANO
70,2022,3,VALOR DEPOSITADO,Aprovado,202019340602154,CE DAVID CAPISTRANO
71,2019,9,VALOR DEPOSITADO,Aprovado,119538671111,E M LEVI CARNEIRO
71,2020,1,VALOR DEPOSITADO,Aprovado,202031830967697,CE AURELINO LEAL
71,2021,2,VALOR DEPOSITADO,Aprovado,202031830967697,CE AURELINO LEAL
71,2022,3,CONCLUIDA,Reprovado,202031830967697,CE AURELINO LEAL
72,2019,9,VALOR DEPOSITADO,Aprovado,112524885800,ESCOLA MUNICIPAL ALTIVO CESAR
72,2020,1,VALOR DEPOSITADO,Aprovado,201631830764632,CE HILARIO RIBEIRO
72,2021,2,VALOR DEPOSITADO,Aprovado,201631830764632,CE HILARIO RIBEIRO
72,2022,3,VALOR DEPOSITADO,Aprovado,201631830764632,CE HILARIO RIBEIRO
73,2019,9,VALOR DEPOSITADO,Aprovado,119492772085,ESCOLA MUNICIPAL ANTINEIA SILVEIRA MIRANDA
73,2020,1,VALOR DEPOSITADO,Aprovado,202019340604793,CE DAVID CAPISTRANO
73,2021,2,VALOR DEPOSITADO,Aprovado,202019340604793,CE DAVID CAPISTRANO
73,2022,3,VALOR DEPOSITADO,Aprovado,202019340604793,CE DAVID CAPISTRANO
74,2019,9,CONCLUIDA,Dep.neste ano,120919076857,E M JOSE DE ANCHIETA
74,2020,1,CONCLUIDA,Dep.outros anos,202031910520410,CE PAULO ASSIS RIBEIRO
74,2021,2,CONCLUIDA,Dep.outros anos,202031910520410,CE PAULO ASSIS RIBEIRO
76,2019,9,VALOR DEPOSITADO,Aprovado,116618392070,ESCOLA MUNICIPAL ALTIVO CESAR
76,2020,1,VALOR DEPOSITADO,Aprovado,202032150591469,CE MANUEL DE ABREU
76,2021,2,VALOR DEPOSITADO,Aprovado,202032150591469,CE MANUEL DE ABREU
77,2019,9,VALOR DEPOSITADO,Aprovado,119489030596,E M PAULO FREIRE
77,2020,1,VALOR DEPOSITADO,Aprovado,202032100407818,CE HILARIO RIBEIRO
77,2021,2,VALOR DEPOSITADO,Aprovado,202032100407818,CE HILARIO RIBEIRO
78,2019,9,CONCLUIDA,Reprovado,120955206617,E M MAESTRO HEITOR VILLA LOBOS
78,2020,9,VALOR DEPOSITADO,Aprovado,120955206617,E M MAESTRO HEITOR VILLA LOBOS
78,2021,1,VALOR DEPOSITADO,Aprovado,202132290349977,CE ZULEIKA RAPOSO VALLADARES
78,2022,2,VALOR DEPOSITADO,Aprovado,202132290349977,CE ZULEIKA RAPOSO VALLADARES
78,2023,3,VALOR DEPOSITADO,Aprovado,202132290349977,LICEU NILO PECANHA
79,2019,9,VALOR DEPOSITADO,Aprovado,120937577706,E M MAESTRO HEITOR VILLA LOBOS
79,2020,1,VALOR DEPOSITADO,Aprovado,202032290339851,CE ZULEIKA RAPOSO VALLADARES
79,2021,2,VALOR DEPOSITADO,Aprovado,202032290339851,CE ZULEIKA RAPOSO VALLADARES
79,2022,3,VALOR DEPOSITADO,Aprovado,202032290339851,CE ZULEIKA RAPOSO VALLADARES
80,2019,9,CONCLUIDA,Dep.neste ano,119422753235,E M RACHIDE DA GLORIA SALIM SAKER
80,2022,3,CONCLUIDA,Reprovado,201732150494632,LICEU NILO PECANHA
81,2019,9,VALOR DEPOSITADO,Aprovado,122114724009,E M JOSE DE ANCHIETA
81,2020,1,VALOR DEPOSITADO,Aprovado,201013240036373,CE DOUTOR LUCIANO PESTRE
81,2021,2,VALOR DEPOSITADO,Aprovado,201013240036373,CE DOUTOR LUCIANO PESTRE
82,2019,9,INSCRICAO PARCIAL,Dep.neste ano,121960264760,E M PAULO FREIRE
82,2022,3,INSCRICAO PARCIAL,Reprovado,202031881544068,LICEU NILO PECANHA
83,2019,9,CONCLUIDA,Dep.neste ano,119130202581,E M PAULO FREIRE
84,2019,9,VALOR DEPOSITADO,Aprovado,113641783975,E M DR ALBERTO FRANCISCO TORRES
84,2020,1,VALOR DEPOSITADO,Aprovado,202031830997091,CE AURELINO LEAL
84,2021,2,VALOR DEPOSITADO,Aprovado,202031830997091,CE AURELINO LEAL
84,2022,3,CONCLUIDA,Reprovado,202031830997091,CE AURELINO LEAL
84,2023,3,CONCLUIDA,Reprovado,202031830997091,CE AURELINO LEAL
84,2024,3,CONCLUIDA,Não avaliado,202031830997091,CE AURELINO LEAL
85,2019,9,VALOR DEPOSITADO,Aprovado,121110322800,E M PAULO FREIRE
85,2020,1,VALOR DEPOSITADO,Aprovado,202032100399025,CE HILARIO RIBEIRO
85,2021,2,VALOR DEPOSITADO,Aprovado,202032100399025,CE HILARIO RIBEIRO
85,2022,3,VALOR DEPOSITADO,Aprovado,202032100399025,CE HILARIO RIBEIRO
86,2019,9,VALOR DEPOSITADO,Aprovado,110245483682,E M FRANCISCO PORTUGAL NEVES
86,2020,1,VALOR DEPOSITADO,Aprovado,202031860495831,CE GUILHERME BRIGGS
86,2021,2,VALOR DEPOSITADO,Aprovado,202031860495831,CE GUILHERME BRIGGS
86,2022,3,VALOR DEPOSITADO,Aprovado,202031860495831,CE GUILHERME BRIGGS
87,2019,9,VALOR DEPOSITADO,Aprovado,119274185420,E M PAULO FREIRE
87,2020,1,VALOR DEPOSITADO,Aprovado,202031830976092,CE AURELINO LEAL
87,2021,2,VALOR DEPOSITADO,Aprovado,202031830976092,CE AURELINO LEAL
87,2022,3,VALOR DEPOSITADO,Aprovado,202031830976092,CE MACHADO DE ASSIS
88,2019,9,VALOR DEPOSITADO,Aprovado,116490998946,E M RACHIDE DA GLORIA SALIM SAKER
88,2020,1,CONCLUIDA,Reprovado,202019340603207,CE DAVID CAPISTRANO
88,2021,1,VALOR DEPOSITADO,Aprovado,202019340603207,CE DAVID CAPISTRANO
88,2022,2,CONCLUIDA,Reprovado,202019340603207,CE DAVID CAPISTRANO
88,2023,2,CONCLUIDA,Reprovado,202019340603207,CE DAVID CAPISTRANO
88,2024,2,CONCLUIDA,Não avaliado,202019340603207,CE DAVID CAPISTRANO
90,2019,9,VALOR DEPOSITADO,Aprovado,116863682914,ESCOLA MUNICIPAL SANTOS DUMONT
90,2020,1,VALOR DEPOSITADO,Aprovado,201431830602796,LICEU NILO PECANHA
90,2021,2,CONCLUIDA,Reprovado,201431830602796,LICEU NILO PECANHA
91,2019,9,VALOR DEPOSITADO,Aprovado,2011.0101.4141,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
91,2020,1,VALOR DEPOSITADO,Aprovado,2011.0101.4141,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
91,2021,2,VALOR DEPOSITADO,Aprovado,2011.0101.4141,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
91,2022,3,VALOR DEPOSITADO,Aprovado,2011.0101.4141,COLEGIO UNIVERSITARIO PROFº GERALDO ACHILLES DOS REIS
92,2019,9,VALOR DEPOSITADO,Aprovado,119058317063,ESCOLA MUNICIPAL ALTIVO CESAR
92,2020,1,VALOR DEPOSITADO,Aprovado,201532170172549,CE RAUL VIDAL
92,2021,2,VALOR DEPOSITADO,Aprovado,201532170172549,CE RAUL VIDAL
92,2022,3,CONCLUIDA,Reprovado,201532170172549,CE RAUL VIDAL
92,2023,3,CONCLUIDA,Dep.neste ano,201532170172549,CE RAUL VIDAL
93,2019,9,CONCLUIDA,Reprovado,119902468771,E M RACHIDE DA GLORIA SALIM SAKER
94,2019,9,VALOR DEPOSITADO,Aprovado,118998778601,E M DR ALBERTO FRANCISCO TORRES
94,2020,1,VALOR DEPOSITADO,Aprovado,200932200008822,LICEU NILO PECANHA
94,2021,2,VALOR DEPOSITADO,Aprovado,200932200008822,LICEU NILO PECANHA
94,2022,3,VALOR DEPOSITADO,Aprovado,200932200008822,LICEU NILO PECANHA
95,2019,9,VALOR DEPOSITADO,Aprovado,117061103670,E M LEVI CARNEIRO
95,2020,1,VALOR DEPOSITADO,Aprovado,201632230465438,CE PAULO ASSIS RIBEIRO
96,2019,9,VALOR DEPOSITADO,Aprovado,119575084003,E M LEVI CARNEIRO
96,2020,1,VALOR DEPOSITADO,Aprovado,202031830973239,CE AURELINO LEAL
96,2021,2,VALOR DEPOSITADO,Aprovado,202031830973239,CE AURELINO LEAL
96,2022,3,VALOR DEPOSITADO,Aprovado,202031830973239,CE AURELINO LEAL
97,2019,9,VALOR DEPOSITADO,Aprovado,121671833804,E M JOAO BRAZIL
97,2020,1,VALOR DEPOSITADO,Aprovado,202031970341081,CE CONSELHEIRO JOSINO
97,2021,2,CONCLUIDA,Reprovado,202031970341081,CE CONSELHEIRO JOSINO
97,2022,2,CONCLUIDA,Dep.neste ano,202031970341081,CE CONSELHEIRO JOSINO
98,2019,9,CONCLUIDA,Dep.neste ano,120392235683,ESCOLA MUNICIPAL ALTIVO CESAR
